idx,brand,title,model,serie,type,engineVolume,engineType,enginePower,line,year,gearbox,km,gas,price,label,place,location
1390,volkswagen,volkswagen-t-roc-2019-auto-111200-km-diesel,volkswagen t-roc,,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,111200,Diesel,21790,Bonne affaire,MAXIMUM,14
1391,volkswagen,volkswagen-tiguan-ii-2019-auto-112000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,112000,Diesel,21990,Bonne affaire,VIALTO AUTOMOBILE,49
1392,volkswagen,volkswagen-tiguan-ii-2019-auto-112000-km-diesel,volkswagen tiguan,II,2.0 TDI 190 BLACK R-LINE,2.0,TDI,190,BLACK R-LINE,2019,Auto,112000,Diesel,24990,Bonne affaire,TRANSAKAUTO SAINT-LOUIS,68
1393,volkswagen,volkswagen-tiguan-ii-2019-auto-112716-km-diesel,volkswagen tiguan,II,2.0 BI-TDI 240 DSG7 4MOTION CARAT EXCLUSIVE,2.0,BI-TDI,240,DSG7 4MOTION CARAT EXCLUSIVE,2019,Auto,112716,Diesel,29990,Bonne affaire,AUDI ROUEN,76
1394,toyota,toyota-rav-4-iv-phase-2-2019-auto-112967-km-hybrides,toyota rav,4 IV phase 2,2.5 HYBRIDE 197 DYNAMIC EDITION,2.5,HYBRIDE,197,DYNAMIC EDITION,2019,Auto,112967,Hybrides,22900,Au dessus du marché,Vendeur particulier,92
1395,skoda,skoda-octavia-iii-phase-2-2019-auto-112990-km-diesel,skoda octavia,III phase 2,1.6 TDI 116 EDITION,1.6,TDI,116,EDITION,2019,Auto,112990,Diesel,16990,Au dessus du marché,ORLEANS CARS SHOP,45
1396,volkswagen,volkswagen-tiguan-ii-2019-auto-113000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Auto,113000,Diesel,23900,Offre équitable,ORIGINALS CARS - PREMIUM ET TRUCKS,24
1397,volkswagen,volkswagen-tiguan-ii-2019-auto-113296-km-essence,volkswagen tiguan,II,1.5 TSI 150 IQ.DRIVE,1.5,TSI,150,IQ.DRIVE,2019,Auto,113296,Essence,20588,Bonne affaire,VW SEAT CUPRA SKODA BYMYCAR ORLEANS SUD,45
1398,volkswagen,volkswagen-tiguan-ii-2019-auto-113428-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Auto,113428,Diesel,23488,Offre équitable,DBF TOULOUSE AUTOMOBILES LABEGE,31
1399,volkswagen,volkswagen-t-roc-2019-auto-113468-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,113468,Essence,18490,Bonne affaire,VOLKSWAGEN FONTAINEBLEAU - JEANNIN AUTOMOBILES,77
1400,toyota,toyota-rav-4-v-2019-auto-113500-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 LOUNGE,2.5,HYBRIDE,218,LOUNGE,2019,Auto,113500,Hybrides,25980,Bonne affaire,TOYOTA GCA SAINT NAZAIRE,44
1401,volkswagen,volkswagen-tiguan-ii-2019-auto-113832-km-diesel,volkswagen tiguan,II,2.0 BI-TDI 240 CARAT EXCLUSIVE,2.0,BI-TDI,240,CARAT EXCLUSIVE,2019,Auto,113832,Diesel,31990,Offre équitable,JEAN LAIN OCCASION MANOSQUE,04
1402,volkswagen,volkswagen-tiguan-ii-2019-auto-113836-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,113836,Diesel,22590,Bonne affaire,ELITE AUTO,91
1403,volkswagen,volkswagen-tiguan-ii-2019-auto-114000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Auto,114000,Diesel,22950,Offre équitable,AZURAUTO,83
1404,volkswagen,volkswagen-tiguan-ii-2019-auto-114200-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,114200,Diesel,24490,Offre équitable,CARIZY C TO C,95
1405,skoda,skoda-karoq-2019-manual-115000-km-diesel,skoda karoq,,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Manuelle,115000,Diesel,17990,Offre équitable,VOITURE OCCASION ARIEGE,09
1406,volkswagen,volkswagen-tiguan-ii-2019-manual-115380-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Manuelle,115380,Diesel,20790,Offre équitable,CAPCAR,76
1407,volkswagen,volkswagen-tiguan-ii-2019-auto-115678-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE BUSINESS,2.0,TDI,150,CONFORTLINE BUSINESS,2019,Auto,115678,Diesel,21990,Bonne affaire,KERSAINT AUTO,29
1408,volkswagen,volkswagen-tiguan-ii-2019-auto-116000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,116000,Diesel,21500,Bonne affaire,Vendeur particulier,73
1409,skoda,skoda-karoq-2019-auto-116119-km-diesel,skoda karoq,,1.6 TDI 116 BUSINESS,1.6,TDI,116,BUSINESS,2019,Auto,116119,Diesel,17990,Offre équitable,SCALA PERPIGNAN,66
1410,volkswagen,volkswagen-tiguan-ii-2019-auto-116200-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,116200,Essence,22990,Offre équitable,BRUN AUTO,06
1411,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-116835-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2019,Auto,116835,Diesel,25490,Bonne affaire,CAPCAR,60
1412,toyota,toyota-rav-4-v-2019-auto-116931-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC BUSINESS,2.5,HYBRIDE,222,DYNAMIC BUSINESS,2019,Auto,116931,Hybrides,23990,Offre équitable,ED'S CARS,91
1413,volkswagen,volkswagen-t-roc-2019-auto-117209-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,117209,Essence,18900,Bonne affaire,AUTOMOBILES MOUGIN,25
1414,volkswagen,volkswagen-tiguan-ii-2019-auto-117523-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,117523,Essence,21990,Bonne affaire,MILTON-AVENUE,23
1415,volkswagen,volkswagen-t-roc-2019-manual-117985-km-diesel,volkswagen t-roc,,1.6 TDI 115 LOUNGE BUSINESS,1.6,TDI,115,LOUNGE BUSINESS,2019,Manuelle,117985,Diesel,15990,Bonne affaire,SDVO,IGNY
1416,volkswagen,volkswagen-tiguan-ii-2019-auto-118000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,118000,Diesel,21850,Bonne affaire,EWIGO BORDEAUX THIERS,33
1417,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-118000-km-essence,skoda octavia,III COMBI RS phase 2,2.0 TSI 245 RS,2.0,TSI,245,RS,2019,Auto,118000,Essence,22990,Offre équitable,L'AGENCE AUTOMOBILIERE CAMBRAI,59
1418,volkswagen,volkswagen-t-roc-2019-auto-118500-km-essence,volkswagen t-roc,,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2019,Auto,118500,Essence,20480,Offre équitable,ALVERGNAS AUTOMOBILES CHAMBOURCY,78
1419,toyota,toyota-rav-4-v-2019-auto-119300-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC BUSINESS,2.5,HYBRIDE,218,DYNAMIC BUSINESS,2019,Auto,119300,Hybrides,21980,Bonne affaire,AUTOLIK,95
1420,volkswagen,volkswagen-tiguan-ii-2019-auto-119374-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,119374,Diesel,26990,Offre équitable,GARAGE MODERNE,49
1421,volkswagen,volkswagen-t-roc-2019-manual-119425-km-essence,volkswagen t-roc,,1.0 TSI 115 LOUNGE,1.0,TSI,115,LOUNGE,2019,Manuelle,119425,Essence,16900,-,Analyse indisponible,BOURG-EN-BRESSE
1422,volkswagen,volkswagen-tiguan-ii-2019-auto-120000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Auto,120000,Diesel,20900,Bonne affaire,ORIGINALS CARS - PREMIUM ET TRUCKS,24
1423,skoda,skoda-octavia-iii-phase-2-2019-auto-120000-km-diesel,skoda octavia,III phase 2,1.6 TDI 116 STYLE,1.6,TDI,116,STYLE,2019,Auto,120000,Diesel,11990,Très bonne affaire,AUTOMAX42,42
1424,skoda,skoda-karoq-2019-auto-120500-km-essence,skoda karoq,,1.0 TSI 116 AMBITION,1.0,TSI,116,AMBITION,2019,Auto,120500,Essence,14490,Bonne affaire,EWIGO DIJON SUD,21
1425,volkswagen,volkswagen-tiguan-ii-2019-auto-121000-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,121000,Essence,20990,Bonne affaire,EWIGO TASSIN,69
1426,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-121194-km-essence,skoda octavia,III COMBI RS phase 2,2.0 TSI 245 RS,2.0,TSI,245,RS,2019,Auto,121194,Essence,21990,Bonne affaire,CAPCAR,02
1427,skoda,skoda-octavia-iii-combi-rs-phase-2-2019-auto-121664-km-diesel,skoda octavia,III COMBI RS phase 2,2.0 TDI 184 RS,2.0,TDI,184,RS,2019,Auto,121664,Diesel,20890,Bonne affaire,ETS MARLAUD SPOTICAR ET DS CERTIFIED,81
1428,skoda,skoda-octavia-iii-rs-phase-2-2019-auto-121683-km-essence,skoda octavia,III RS phase 2,2.0 TSI 245 RS,2.0,TSI,245,RS,2019,Auto,121683,Essence,20490,Bonne affaire,OCCASIONS EN DIRECT,SAINT-MAUR-DES-FOSSES
1429,skoda,skoda-octavia-iii-rs-phase-2-2019-auto-121683-km-essence,skoda octavia,III RS phase 2,2.0 TSI 245 RS,2.0,TSI,245,RS,2019,Auto,121683,Essence,20490,Bonne affaire,OCCASIONS EN DIRECT,94
1430,volkswagen,volkswagen-tiguan-ii-2019-auto-122000-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,122000,Essence,21500,Bonne affaire,Vendeur particulier,77
1431,toyota,toyota-rav-4-v-2019-auto-122656-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 COLLECTION,2.5,HYBRIDE,218,COLLECTION,2019,Auto,122656,Hybrides,25490,Bonne affaire,GARAGE DELACROIX,85
1432,volkswagen,volkswagen-tiguan-ii-2019-auto-123384-km-diesel,volkswagen tiguan,II,2.0 TDI 150 BLACK R-LINE,2.0,TDI,150,BLACK R-LINE,2019,Auto,123384,Diesel,25990,-,ADOPT'CAR,77
1433,volkswagen,volkswagen-tiguan-ii-2019-auto-123384-km-diesel,volkswagen tiguan,II,2.0 TDI 150 BLACK R-LINE,2.0,TDI,150,BLACK R-LINE,2019,Auto,123384,Diesel,25990,-,ADOPT'CAR,LOGNES
1434,volkswagen,volkswagen-t-roc-2019-auto-123552-km-diesel,volkswagen t-roc,,2.0 TDI 150 LOUNGE BUSINESS,2.0,TDI,150,LOUNGE BUSINESS,2019,Auto,123552,Diesel,19990,Offre équitable,DEBARD AUTOMOBILES TOULOUSE LABEGE,31
1435,skoda,skoda-karoq-2019-auto-123725-km-essence,skoda karoq,,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2019,Auto,123725,Essence,17290,Bonne affaire,AUTOHERO,100% à distance
1436,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-124000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,124000,Diesel,21990,Bonne affaire,AZCARS,38
1437,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-124000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2019,Auto,124000,Diesel,26900,Offre équitable,Vendeur particulier,78
1438,volkswagen,volkswagen-t-roc-2019-auto-124000-km-diesel,volkswagen t-roc,,2.0 TDI 150 LOUNGE BUSINESS,2.0,TDI,150,LOUNGE BUSINESS,2019,Auto,124000,Diesel,18500,Bonne affaire,Vendeur particulier,86
1439,toyota,toyota-rav-4-v-2019-auto-124000-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC BUSINESS,2.5,HYBRIDE,218,DYNAMIC BUSINESS,2019,Auto,124000,Hybrides,25990,Offre équitable,AGENCY CAR MONTELIMAR,26
1440,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-124340-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,124340,Diesel,24490,Bonne affaire,Vendeur particulier,95
1441,volkswagen,volkswagen-tiguan-ii-2019-manual-124424-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONNECT,1.5,TSI,150,CONNECT,2019,Manuelle,124424,Essence,17990,Offre équitable,BUSINESS AUTO,38
1442,volkswagen,volkswagen-tiguan-ii-2019-auto-124614-km-diesel,volkswagen tiguan,II,2.0 BI-TDI 240 CARAT EXCLUSIVE,2.0,BI-TDI,240,CARAT EXCLUSIVE,2019,Auto,124614,Diesel,29900,Offre équitable,THEVENOD SAS LONS-LE-SAUNIER,39
1443,volkswagen,volkswagen-tiguan-ii-2019-auto-124699-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE BUSINESS,2.0,TDI,150,CONFORTLINE BUSINESS,2019,Auto,124699,Diesel,22090,Offre équitable,AUTOHERO,100% à distance
1444,volkswagen,volkswagen-tiguan-ii-2019-auto-125085-km-diesel,volkswagen tiguan,II,2.0 TDI 150 MATCH,2.0,TDI,150,MATCH,2019,Auto,125085,Diesel,22190,Bonne affaire,CAPCAR,74
1445,volkswagen,volkswagen-tiguan-ii-2019-manual-125400-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONNECT,1.5,TSI,150,CONNECT,2019,Manuelle,125400,Essence,18590,Offre équitable,CAPCAR,60
1446,skoda,skoda-octavia-iii-rs-phase-2-2019-auto-125400-km-diesel,skoda octavia,III RS phase 2,2.0 TDI 184 RS,2.0,TDI,184,RS,2019,Auto,125400,Diesel,22490,Offre équitable,VIA AUTOMOBILE CHAMBERY,73
1447,toyota,toyota-rav-4-v-2019-auto-125836-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC,2.5,HYBRIDE,222,DYNAMIC,2019,Auto,125836,Hybrides,24990,Bonne affaire,TOYOTA COMPIEGNE,60
1448,volkswagen,volkswagen-tiguan-ii-2019-auto-125931-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,125931,Diesel,22895,Bonne affaire,VOLKSWAGEN CLERMONT FERRAND - VGRF AUVERGNE,63
1449,volkswagen,volkswagen-tiguan-ii-2019-manual-126000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Manuelle,126000,Diesel,19990,Offre équitable,ETS DELOUTE,13
1450,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-126000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,126000,Diesel,25000,Bonne affaire,Vendeur particulier,91
1451,volkswagen,volkswagen-tiguan-ii-2019-auto-126104-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,126104,Diesel,22490,Offre équitable,MAGNITUDE AUTOMOBILES,SAINT-GEORGES-MONTCOCQ
1452,volkswagen,volkswagen-tiguan-ii-2019-auto-126104-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,126104,Diesel,22490,Offre équitable,MAGNITUDE AUTOMOBILES,50
1453,skoda,skoda-karoq-2019-manual-126157-km-essence,skoda karoq,,1.0 TSI 116 AMBITION,1.0,TSI,116,AMBITION,2019,Manuelle,126157,Essence,12500,-,AUTO OCCASION LUSITANO,95
1454,volkswagen,volkswagen-tiguan-ii-2019-manual-126845-km-essence,volkswagen tiguan,II,1.5 TSI 130 IQ.DRIVE,1.5,TSI,130,IQ.DRIVE,2019,Manuelle,126845,Essence,18890,Offre équitable,SKODA CORBEIL,91
1455,volkswagen,volkswagen-tiguan-ii-2019-manual-127000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Manuelle,127000,Diesel,19490,Bonne affaire,AGENCE AUTOMOBILIERE DE REMIREMONT-GERARDMER,88
1456,volkswagen,volkswagen-tiguan-ii-2019-manual-127000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 IQ.DRIVE,2.0,TDI,150,IQ.DRIVE,2019,Manuelle,127000,Diesel,19490,Bonne affaire,AGENCE AUTOMOBILIERE DE REMIREMONT-GERARDMER,LA-FORGE
1457,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-127000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2019,Auto,127000,Diesel,25900,Bonne affaire,GARAGE DE L ABBAYE,44
1458,volkswagen,volkswagen-t-roc-2019-manual-127000-km-essence,volkswagen t-roc,,1.0 TSI 115 LOUNGE,1.0,TSI,115,LOUNGE,2019,Manuelle,127000,Essence,13990,Bonne affaire,CONCEPT CAR 24,24
1459,volkswagen,volkswagen-t-roc-2019-auto-127503-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,127503,Essence,18790,Offre équitable,JEAN LAIN CENTRE OCCASIONS CHAMBÉRY,73
1460,toyota,toyota-rav-4-v-2019-auto-128066-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 LOUNGE,2.5,HYBRIDE,222,LOUNGE,2019,Auto,128066,Hybrides,25990,Bonne affaire,TOYOTA CHARTRES,28
1461,skoda,skoda-octavia-iii-phase-2-2019-auto-128110-km-essence,skoda octavia,III phase 2,1.5 TSI 150 EDITION,1.5,TSI,150,EDITION,2019,Auto,128110,Essence,13850,Offre équitable,PEUGEOT CITROËN DS OPEL MONTPELLIER,34
1462,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-129000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,129000,Diesel,23990,Offre équitable,EWIGO VERNOUILLET,28
1463,volkswagen,volkswagen-tiguan-ii-2019-auto-129400-km-diesel,volkswagen tiguan,II,2.0 BI-TDI 240 CARAT EXCLUSIVE,2.0,BI-TDI,240,CARAT EXCLUSIVE,2019,Auto,129400,Diesel,28990,Offre équitable,AUTO FESTIVAL,83
1464,volkswagen,volkswagen-tiguan-ii-2019-auto-129500-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT EXCLUSIVE,1.5,TSI,150,CARAT EXCLUSIVE,2019,Auto,129500,Essence,19990,Bonne affaire,AVS AUTO,92
1465,volkswagen,volkswagen-tiguan-ii-2019-manual-129800-km-essence,volkswagen tiguan,II,1.5 TSI 130 CONFORTLINE,1.5,TSI,130,CONFORTLINE,2019,Manuelle,129800,Essence,16990,Offre équitable,EWIGO CHAMBOURCY,78
1466,volkswagen,volkswagen-tiguan-ii-2019-auto-129900-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,129900,Essence,19290,Bonne affaire,FLEXILEASE - FLEXIVO,30
1467,toyota,toyota-rav-4-v-2019-auto-130768-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC BUSINESS,2.5,HYBRIDE,218,DYNAMIC BUSINESS,2019,Auto,130768,Hybrides,22990,Offre équitable,ED'S CARS,91
1468,volkswagen,volkswagen-t-roc-2019-manual-130990-km-diesel,volkswagen t-roc,,1.6 TDI 115 IQ.DRIVE,1.6,TDI,115,IQ.DRIVE,2019,Manuelle,130990,Diesel,17490,Offre équitable,EWIGO BELFORT,90
1469,volkswagen,volkswagen-tiguan-ii-2019-manual-131212-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Manuelle,131212,Diesel,19990,Bonne affaire,EWIGO,87
1470,volkswagen,volkswagen-tiguan-ii-2019-manual-131900-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Manuelle,131900,Diesel,15990,Très bonne affaire,TRANSAKAUTO ANNECY,74
1471,volkswagen,volkswagen-tiguan-ii-2019-auto-132000-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,132000,Diesel,21990,Bonne affaire,AC 111,12
1472,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-132500-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,132500,Diesel,22990,Bonne affaire,ARVOR AUTOMOBILES,56
1473,volkswagen,volkswagen-t-roc-2019-auto-133000-km-diesel,volkswagen t-roc,,2.0 TDI 150 LOUNGE BUSINESS,2.0,TDI,150,LOUNGE BUSINESS,2019,Auto,133000,Diesel,18990,Offre équitable,BIWIZ,92
1474,toyota,toyota-rav-4-v-2019-auto-133025-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 COLLECTION,2.5,HYBRIDE,222,COLLECTION,2019,Auto,133025,Hybrides,24980,Bonne affaire,SIMPLICICAR VICHY,03
1475,toyota,toyota-rav-4-v-2019-auto-133025-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 COLLECTION,2.5,HYBRIDE,222,COLLECTION,2019,Auto,133025,Hybrides,24980,Bonne affaire,SIMPLICICAR VICHY,CUSSET
1476,toyota,toyota-rav-4-v-2019-auto-133303-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2019,Auto,133303,Hybrides,23490,Offre équitable,TOYS MOTORS ROYAN,17
1477,toyota,toyota-rav-4-v-2019-auto-133600-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC BUSINESS,2.5,HYBRIDE,218,DYNAMIC BUSINESS,2019,Auto,133600,Hybrides,21290,Bonne affaire,Vendeur particulier,93
1478,toyota,toyota-rav-4-v-2019-auto-133877-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 PREMIERE EDITION,2.5,HYBRIDE,218,PREMIERE EDITION,2019,Auto,133877,Hybrides,22590,Bonne affaire,J. BERVAS AUTOMOBILES BREST,29
1479,volkswagen,volkswagen-tiguan-ii-2019-auto-133900-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CONFORTLINE,2.0,TDI,150,CONFORTLINE,2019,Auto,133900,Diesel,19590,Bonne affaire,CARIZY C TO C,93
1480,volkswagen,volkswagen-tiguan-ii-2019-auto-134000-km-diesel,volkswagen tiguan,II,2.0 BI-TDI 240 CARAT EXCLUSIVE,2.0,BI-TDI,240,CARAT EXCLUSIVE,2019,Auto,134000,Diesel,28480,Offre équitable,SIMPLICICAR LYON NORD,69
1481,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-134000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 LIFE BUSINESS,2.0,TDI,150,LIFE BUSINESS,2019,Auto,134000,Diesel,18000,Bonne affaire,Vendeur particulier,75
1482,volkswagen,volkswagen-tiguan-ii-2019-auto-134212-km-diesel,volkswagen tiguan,II,2.0 TDI 190 BLACK R-LINE,2.0,TDI,190,BLACK R-LINE,2019,Auto,134212,Diesel,25490,Offre équitable,SEVESTRE AUTOMOBILES NANTES,44
1483,volkswagen,volkswagen-tiguan-ii-2019-manual-134648-km-essence,volkswagen tiguan,II,1.5 TSI 130 IQ.DRIVE,1.5,TSI,130,IQ.DRIVE,2019,Manuelle,134648,Essence,16490,Bonne affaire,SUMA69 LYON SUD,69
1484,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-134684-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2019,Auto,134684,Diesel,22990,Bonne affaire,CAPCAR,34
1485,volkswagen,volkswagen-tiguan-ii-2019-auto-134900-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2019,Auto,134900,Essence,19990,Bonne affaire,SEVESTRE AUTOMOBILES,56
1486,toyota,toyota-rav-4-v-2019-auto-134950-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 TRAIL,2.5,HYBRIDE,222,TRAIL,2019,Auto,134950,Hybrides,27500,Offre équitable,Vendeur particulier,31
1487,volkswagen,volkswagen-tiguan-ii-2019-auto-135855-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Auto,135855,Diesel,20990,Bonne affaire,ANDRIOLO AUTOMOBILE DISTINXION,31
1488,volkswagen,volkswagen-tiguan-ii-phase-2-2019-auto-136000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2019,Auto,136000,Diesel,24900,Bonne affaire,RENAULT HAGONDANGE,57
1489,volkswagen,volkswagen-tiguan-ii-2019-auto-136406-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT EXCLUSIVE,2.0,TDI,150,CARAT EXCLUSIVE,2019,Auto,136406,Diesel,23490,Offre équitable,AUTOHERO,100% à distance
1490,volkswagen,volkswagen-tiguan-ii-2019-auto-136420-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONFORTLINE,1.5,TSI,150,CONFORTLINE,2019,Auto,136420,Essence,19490,Offre équitable,POSTIC AUTOMOBILES,56
1491,volkswagen,volkswagen-tiguan-ii-2019-manual-136426-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Manuelle,136426,Diesel,19990,Offre équitable,STAC,03
1492,volkswagen,volkswagen-tiguan-ii-2019-manual-136426-km-diesel,volkswagen tiguan,II,2.0 TDI 150 CARAT,2.0,TDI,150,CARAT,2019,Manuelle,136426,Diesel,19990,Offre équitable,STAC,MONTLUCON
1493,volkswagen,volkswagen-tiguan-ii-2019-auto-136430-km-diesel,volkswagen tiguan,II,2.0 TDI 190 CARAT EXCLUSIVE,2.0,TDI,190,CARAT EXCLUSIVE,2019,Auto,136430,Diesel,24490,Offre équitable,AUDI PARIS 16 - VGRF GRAND PARIS,75
1494,volkswagen,volkswagen-tiguan-ii-2019-auto-136600-km-essence,volkswagen tiguan,II,1.5 TSI 150 CARAT EXCLUSIVE,1.5,TSI,150,CARAT EXCLUSIVE,2019,Auto,136600,Essence,20520,Offre équitable,Vendeur particulier,95
1495,volkswagen,volkswagen-tiguan-ii-2019-manual-137000-km-essence,volkswagen tiguan,II,1.5 TSI 150 CONNECT,1.5,TSI,150,CONNECT,2019,Manuelle,137000,Essence,16999,Bonne affaire,AGENCY CAR,78
