idx,brand,title,model,serie,type,engineVolume,engineType,enginePower,line,year,gearbox,km,gas,price,label,place,location
2717,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-43860-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE EXCLUSIVE,1.4,E-HYBRID,245,R-LINE EXCLUSIVE,2022,Auto,43860,Hybrides,35796,Offre équitable,VOLKSWAGEN BYMYCAR VIENNE,69
2718,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-43895-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE,1.4,E-HYBRID,245,R-LINE,2022,Auto,43895,Hybrides,33990,Offre équitable,GARAGE DUHAU,64
2719,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-43956-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150,2.0,TDI,150,-,2022,Auto,43956,Diesel,31590,Offre équitable,VOLKSWAGEN DINAN - COBREDIA,22
2720,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-43978-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ELEGANCE,2.0,TDI,150,ELEGANCE,2022,Auto,43978,Diesel,33280,Bonne affaire,VOLKSWAGEN JAUX COMPIÈGNE,60
2721,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-44000-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 R-LINE EXCLUSIVE,1.5,TSI,150,R-LINE EXCLUSIVE,2022,Auto,44000,Essence,34980,Offre équitable,Vendeur particulier,92
2722,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-44210-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,44210,Diesel,34990,Bonne affaire,CLARIS AUTOMOBILES,36
2723,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-44459-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,44459,Diesel,35990,Bonne affaire,CLERFOND SARL,72
2724,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-44459-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,44459,Diesel,35990,Bonne affaire,CLERFOND SARL,LA-FLECHE
2725,toyota,toyota-rav-4-v-2022-auto-44494-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 TRAIL,2.5,HYBRIDE,222,TRAIL,2022,Auto,44494,Hybrides,36980,Offre équitable,TOYOTA MELUN,77
2726,toyota,toyota-rav-4-v-2022-auto-44494-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 TRAIL,2.5,HYBRIDE,222,TRAIL,2022,Auto,44494,Hybrides,36980,Offre équitable,TOYOTA MELUN,VERT-SAINT-DENIS
2727,toyota,toyota-rav-4-v-2022-auto-44561-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC BUSINESS + BEYOND ZERO ACADEMY,2.5,HYBRIDE,218,DYNAMIC BUSINESS + BEYOND ZERO ACADEMY,2022,Auto,44561,Hybrides,30990,Offre équitable,AYVENS NANTES,44
2728,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-45000-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ELEGANCE,2.0,TDI,150,ELEGANCE,2022,Auto,45000,Diesel,33990,Offre équitable,VOLKSWAGEN BRIE COMTE ROBERT,77
2729,volkswagen,volkswagen-t-roc-phase-2-2022-auto-45000-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Auto,45000,Essence,23990,Bonne affaire,TRANSAKAUTO CHATEAUROUX,36
2730,volkswagen,volkswagen-t-roc-phase-2-2022-manual-45000-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Manuelle,45000,Essence,22802,Bonne affaire,VOLKSWAGEN BYMYCAR LYON EST VAULX-EN-VELIN,69
2731,volkswagen,volkswagen-t-roc-phase-2-2022-auto-45060-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,45060,Essence,29490,Offre équitable,VOLVO HONDA NIMES,30
2732,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-45077-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 LIFE BUSINESS,1.5,TSI,150,LIFE BUSINESS,2022,Auto,45077,Essence,29995,Offre équitable,DUPONT EXPO NORD,45
2733,volkswagen,volkswagen-t-roc-phase-2-2022-auto-45093-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2022,Auto,45093,Essence,25990,Offre équitable,JEAN LAIN OCCASIONS GEX,01
2734,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2022-auto-45099-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE DSG 7 (2),1.5,TSI,150,STYLE DSG 7 (2),2022,Auto,45099,Essence,24990,Bonne affaire,DELUXE AUTO,06
2735,skoda,skoda-octavia-iv-combi-2022-auto-45102-km-diesel,skoda octavia,IV COMBI,2.0 TDI 150 STYLE,2.0,TDI,150,STYLE,2022,Auto,45102,Diesel,27490,Offre équitable,SEAT SKODA MAZDA MELUN - JEANNIN AUTOMOBILES,77
2736,volkswagen,volkswagen-t-roc-2022-auto-45500-km-essence,volkswagen t-roc,,1.5 TSI 150 CARAT,1.5,TSI,150,CARAT,2022,Auto,45500,Essence,25480,Bonne affaire,AUTO POULIQUEN,56
2737,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2022-manual-45535-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.0 TSI 110 STYLE,1.0,TSI,110,STYLE,2022,Manuelle,45535,Essence,24900,Offre équitable,LEMAUVIEL AUTOMOBILES AVRANCHES,50
2738,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-45576-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE,1.4,E-HYBRID,245,R-LINE,2022,Auto,45576,Hybrides,33990,Offre équitable,AUTOMALIN PARIS,78
2739,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-45576-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE,1.4,E-HYBRID,245,R-LINE,2022,Auto,45576,Hybrides,33990,Offre équitable,AUTOMALIN PARIS,MANTES-LA-VILLE
2740,volkswagen,volkswagen-t-roc-phase-2-2022-auto-45819-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Auto,45819,Essence,24450,Bonne affaire,ATLAS AUTOMOBILES,COLLEGIEN
2741,volkswagen,volkswagen-t-roc-phase-2-2022-auto-45830-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Auto,45830,Essence,24990,Bonne affaire,CHARDON AUTOMOBILES NOISY LE GRAND,93
2742,volkswagen,volkswagen-t-roc-phase-2-2022-manual-45964-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE,1.0,TSI,110,LIFE,2022,Manuelle,45964,Essence,21490,Offre équitable,VOLKSWAGEN SKODA LANNION - COBREDIA,22
2743,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-45977-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 ELEGANCE,1.4,E-HYBRID,245,ELEGANCE,2022,Auto,45977,Hybrides,30690,Offre équitable,SPOTICAR - VAUBAN HERBLAY PEUGEOT,95
2744,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46355-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 ELEGANCE EXCLUSIVE,1.4,E-HYBRID,245,ELEGANCE EXCLUSIVE,2022,Auto,46355,Hybrides,32900,Offre équitable,E-MOTORS FRANCE TROYES,10
2745,skoda,skoda-octavia-iv-2022-manual-46457-km-essence,skoda octavia,IV,1.0 TSI 110 ACTIVE,1.0,TSI,110,ACTIVE,2022,Manuelle,46457,Essence,16990,Bonne affaire,CLAUD'S AUTOS SEAT SKODA PERIGUEUX,24
2746,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46500-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 LIFE BUSINESS,1.5,TSI,150,LIFE BUSINESS,2022,Auto,46500,Essence,27900,Bonne affaire,JOSE CAUVIN VOLKSWAGEN GRASSE,06
2747,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46565-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 ELEGANCE EXCLUSIVE,1.4,E-HYBRID,245,ELEGANCE EXCLUSIVE,2022,Auto,46565,Hybrides,31950,Bonne affaire,GTA 14,14
2748,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46590-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 LIFE PLUS,2.0,TDI,150,LIFE PLUS,2022,Auto,46590,Diesel,30479,Bonne affaire,VOLKSWAGEN DUNKERQUE - VGRF HAUTS DE FRANCE,59
2749,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46698-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,46698,Essence,32895,Bonne affaire,VOLKSWAGEN RIOM - VGRF AUVERGNE,63
2750,volkswagen,volkswagen-t-roc-phase-2-2022-manual-46782-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE BUSINESS,1.0,TSI,110,LIFE BUSINESS,2022,Manuelle,46782,Essence,21499,Offre équitable,KIA LIEVIN - GROUPE AUTOSPHERE,62
2751,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46800-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,46800,Diesel,35490,Bonne affaire,HYUNDAI LYON SUD VÉHICULES DE DIRECTION - GROUPE CENTRAL AUTOS,69
2752,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-46800-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,46800,Diesel,35490,Bonne affaire,HYUNDAI LYON OUEST - GROUPE CENTRAL AUTOS,69
2753,volkswagen,volkswagen-t-roc-phase-2-2022-manual-46970-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE,1.0,TSI,110,LIFE,2022,Manuelle,46970,Essence,19490,Bonne affaire,DAMAUTO,33
2754,skoda,skoda-karoq-2022-manual-47290-km-essence,skoda karoq,,1.0 TSI 110 CLEVER,1.0,TSI,110,CLEVER,2022,Manuelle,47290,Essence,18990,Bonne affaire,SEAT COIGNIERES AUTOMOBILES,78
2755,skoda,skoda-octavia-iv-combi-2022-manual-47300-km-diesel,skoda octavia,IV COMBI,2.0 TDI 116 BUSINESS,2.0,TDI,116,BUSINESS,2022,Manuelle,47300,Diesel,22980,Offre équitable,MULTICAR,38
2756,volkswagen,volkswagen-tiguan-ii-phase-2-2022-manual-47380-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ACTIVE,2.0,TDI,150,ACTIVE,2022,Manuelle,47380,Diesel,27900,Bonne affaire,VOLKSWAGEN MOUGINS - VGRF COTE D'AZUR,06
2757,volkswagen,volkswagen-t-roc-phase-2-2022-manual-47610-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE,1.0,TSI,110,LIFE,2022,Manuelle,47610,Essence,19900,Bonne affaire,SPOTICAR CITROEN DS BRIVE,19
2758,skoda,skoda-octavia-iv-2022-manual-47812-km-diesel,skoda octavia,IV,2.0 TDI 150 STYLE,2.0,TDI,150,STYLE,2022,Manuelle,47812,Diesel,21990,Bonne affaire,SKODA STRASBOURG GRAND EST AUTOMOBILES,67
2759,skoda,skoda-octavia-iv-combi-2022-auto-47825-km-hybrides,skoda octavia,IV COMBI,1.4 TSI 204 BUSINESS,1.4,TSI,204,BUSINESS,2022,Auto,47825,Hybrides,23400,Bonne affaire,ALPHABET FRANCE FLEET MANAGEMENT,91
2760,volkswagen,volkswagen-t-roc-2022-auto-48021-km-essence,volkswagen t-roc,,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,48021,Essence,27195,Offre équitable,VOLKSWAGEN CLERMONT FERRAND - VGRF AUVERGNE,63
2761,volkswagen,volkswagen-t-roc-phase-2-2022-auto-48091-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Auto,48091,Essence,25990,Bonne affaire,VELIZY AUTOMOBILES,78
2762,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-48097-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 ELEGANCE,1.5,TSI,150,ELEGANCE,2022,Auto,48097,Essence,31489,Offre équitable,DBF TOULOUSE AUTOMOBILES ETATS UNIS,31
2763,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-48262-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE,1.4,E-HYBRID,245,R-LINE,2022,Auto,48262,Hybrides,32889,Bonne affaire,VOLKSWAGEN SARTROUVILLE,78
2764,volkswagen,volkswagen-t-roc-2022-auto-48500-km-diesel,volkswagen t-roc,,2.0 TDI 150 DSG7 R-LINE 48,2.0,TDI,150,DSG7 R-LINE 48,2022,Auto,48500,Diesel,27990,Bonne affaire,BONNEFIS AUTOMOBILE,12
2765,volkswagen,volkswagen-t-roc-phase-2-2022-manual-48506-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE PLUS,1.0,TSI,110,LIFE PLUS,2022,Manuelle,48506,Essence,21990,Offre équitable,JW AUTO CAEN NORD,14
2766,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-48529-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 R-LINE EXCLUSIVE,1.4,E-HYBRID,245,R-LINE EXCLUSIVE,2022,Auto,48529,Hybrides,35790,Offre équitable,VOLKSWAGEN NIMES EAC,30
2767,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-48593-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,48593,Diesel,33490,Bonne affaire,VOLKSWAGEN MOUGINS - VGRF COTE D'AZUR,06
2768,volkswagen,volkswagen-t-roc-phase-2-2022-auto-48606-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,48606,Essence,27999,Offre équitable,VOLKSWAGEN DBF VILLENAVE D'ORNON,33
2769,toyota,toyota-rav-4-v-2022-auto-48654-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 COLLECTION,2.5,HYBRIDE,218,COLLECTION,2022,Auto,48654,Hybrides,35490,Bonne affaire,TOYOTA GCA ANGERS,49
2770,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-48720-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ELEGANCE EXCLUSIVE,2.0,TDI,150,ELEGANCE EXCLUSIVE,2022,Auto,48720,Diesel,33990,Offre équitable,SPOTICAR CITROEN DS BRIVE,19
2771,skoda,skoda-octavia-iv-2022-manual-48856-km-diesel,skoda octavia,IV,2.0 TDI 150 STYLE,2.0,TDI,150,STYLE,2022,Manuelle,48856,Diesel,22690,Bonne affaire,J. BERVAS AUTOMOBILES LE MANS,72
2772,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49078-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 LIFE BUSINESS,1.4,E-HYBRID,245,LIFE BUSINESS,2022,Auto,49078,Hybrides,26990,Offre équitable,AYVENS ON LINE,100% à distance
2773,toyota,toyota-rav-4-v-2022-auto-49318-km-hybrides,toyota rav,4 V,2.5 HYBRID 306 COLLECTION,2.5,HYBRID,306,COLLECTION,2022,Auto,49318,Hybrides,37890,Bonne affaire,CAPCAR,78
2774,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49343-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 LIFE BUSINESS,2.0,TDI,150,LIFE BUSINESS,2022,Auto,49343,Diesel,29990,Bonne affaire,CAPCAR,54
2775,volkswagen,volkswagen-t-roc-phase-2-2022-manual-49361-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE BUSINESS,1.0,TSI,110,LIFE BUSINESS,2022,Manuelle,49361,Essence,19790,Bonne affaire,VOLKSWAGEN LENS - VGRF HAUTS DE FRANCE,62
2776,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49373-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ELEGANCE,2.0,TDI,150,ELEGANCE,2022,Auto,49373,Diesel,32900,Bonne affaire,GALAXIE AUTOMOBILES,91
2777,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49390-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,49390,Diesel,37490,Offre équitable,GARAGE MODERNE,49
2778,toyota,toyota-rav-4-v-2022-auto-49535-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2022,Auto,49535,Hybrides,32999,Offre équitable,TOYOTA FORBACH,57
2779,skoda,skoda-octavia-iv-2022-auto-49552-km-hybrides,skoda octavia,IV,1.4 TSI 204 STYLE,1.4,TSI,204,STYLE,2022,Auto,49552,Hybrides,22850,Bonne affaire,GTA 14,14
2780,volkswagen,volkswagen-t-roc-phase-2-2022-auto-49566-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,49566,Essence,28492,Offre équitable,VOLKSWAGEN AUDI SEAT SKODA CUPRA BYMYCAR VILLEFRANCHE-SUR-SAONE,69
2781,volkswagen,volkswagen-t-roc-phase-2-2022-auto-49700-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 150 START/STOP DSG7 R-LINE 49 M,2.0,TDI,150,START/STOP DSG7 R-LINE 49 M,2022,Auto,49700,Diesel,27990,Bonne affaire,BONNEFIS AUTOMOBILE,12
2782,volkswagen,volkswagen-t-roc-2022-manual-49700-km-essence,volkswagen t-roc,,1.0 TSI 110 R-LINE,1.0,TSI,110,R-LINE,2022,Manuelle,49700,Essence,22990,Offre équitable,RS AUTOMOBILES,83
2783,volkswagen,volkswagen-t-roc-phase-2-2022-auto-49745-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 LIFE,1.5,TSI,150,LIFE,2022,Auto,49745,Essence,22900,Bonne affaire,ELAN AUTOMOBILE ANNEMASSE,74
2784,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49750-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 ELEGANCE,1.5,TSI,150,ELEGANCE,2022,Auto,49750,Essence,31490,Offre équitable,CHARDON AUTOMOBILES SAINT THIBAULT DES VIGNES,77
2785,volkswagen,volkswagen-t-roc-phase-2-2022-manual-49827-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE BUSINESS,1.0,TSI,110,LIFE BUSINESS,2022,Manuelle,49827,Essence,20490,Bonne affaire,VOLKSWAGEN TOURING AIX EN PROVENCE,13
2786,toyota,toyota-rav-4-v-2022-auto-49906-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2022,Auto,49906,Hybrides,31999,Offre équitable,TOYOTA LYON NORD - GROUPE AUTOSPHERE,69
2787,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49914-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 200 4MOTION DSG7 R-LINE EXCLUSIVE,2.0,TDI,200,4MOTION DSG7 R-LINE EXCLUSIVE,2022,Auto,49914,Diesel,41990,Offre équitable,CAPCAR,76
2788,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-49990-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2022,Auto,49990,Diesel,36490,Bonne affaire,VOLKSWAGEN PARIS 15 - VGRF GRAND PARIS,75
2789,volkswagen,volkswagen-t-roc-2022-auto-50000-km-essence,volkswagen t-roc,,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,50000,Essence,27490,Offre équitable,VOLKSWAGEN TURIN - VGRF COTE D'AZUR,06
2790,volkswagen,volkswagen-t-roc-2022-manual-50000-km-essence,volkswagen t-roc,,1.0 TSI 110 ACTIVE,1.0,TSI,110,ACTIVE,2022,Manuelle,50000,Essence,19500,Bonne affaire,Vendeur particulier,30
2791,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-50055-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE EXCLUSIVE,2.0,TDI,150,R-LINE EXCLUSIVE,2022,Auto,50055,Diesel,38795,Offre équitable,VOLKSWAGEN CLERMONT FERRAND - VGRF AUVERGNE,63
2792,skoda,skoda-karoq-phase-2-2022-auto-50100-km-essence,skoda karoq,phase 2,1.5 TSI 150 SPORTLINE,1.5,TSI,150,SPORTLINE,2022,Auto,50100,Essence,28770,Offre équitable,SKODA MC MOTORS AVIGNON,84
2793,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2022-auto-50540-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Auto,50540,Essence,24984,Bonne affaire,GARAGE MODERNE,49
2794,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-50549-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,50549,Diesel,34958,Bonne affaire,AUDI EPINAL PASSION AUTOMOBILES 88,88
2795,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-50565-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 R-LINE EXCLUSIVE,1.5,TSI,150,R-LINE EXCLUSIVE,2022,Auto,50565,Essence,36400,Bonne affaire,PREMIERE OCCASION 78,78
2796,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-50565-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 R-LINE EXCLUSIVE,1.5,TSI,150,R-LINE EXCLUSIVE,2022,Auto,50565,Essence,36400,Bonne affaire,PREMIERE OCCASION 78,ORGEVAL
2797,volkswagen,volkswagen-t-roc-cabriolet-phase-2-2022-auto-50598-km-essence,volkswagen t-roc,CABRIOLET phase 2,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,50598,Essence,27980,Bonne affaire,SIMPLICICAR ANGERS,49
2798,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-50606-km-hybrides,volkswagen tiguan,II phase 2,1.4 E-HYBRID 245 ELEGANCE,1.4,E-HYBRID,245,ELEGANCE,2022,Auto,50606,Hybrides,33990,Offre équitable,ADVANCE ORGEVAL,78
2799,volkswagen,volkswagen-t-roc-phase-2-2022-manual-50717-km-essence,volkswagen t-roc,phase 2,1.0 TSI 110 LIFE,1.0,TSI,110,LIFE,2022,Manuelle,50717,Essence,19990,Bonne affaire,VELIZY AUTOMOBILES,78
2800,toyota,toyota-rav-4-v-2022-auto-50747-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC,2.5,HYBRIDE,218,DYNAMIC,2022,Auto,50747,Hybrides,30990,Bonne affaire,BYD CHERBOURG - ELECTRIK AUTOMOBILE,50
2801,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-50800-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 ACTIVE,1.5,TSI,150,ACTIVE,2022,Auto,50800,Essence,28490,Bonne affaire,CHARDON AUTOMOBILES SAINT THIBAULT DES VIGNES,77
2802,volkswagen,volkswagen-t-roc-2022-auto-50832-km-essence,volkswagen t-roc,,1.5 TSI 150 R-LINE,1.5,TSI,150,R-LINE,2022,Auto,50832,Essence,26990,Bonne affaire,VOLKSWAGEN HAZEBROUCK - VGRF HAUTS DE FRANCE,59
2803,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-51245-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 LIFE BUSINESS,1.5,TSI,150,LIFE BUSINESS,2022,Auto,51245,Essence,29790,Offre équitable,VOLKSWAGEN DOUAI - VGRF HAUTS DE FRANCE,59
2804,volkswagen,volkswagen-t-roc-phase-2-2022-manual-51295-km-diesel,volkswagen t-roc,phase 2,2.0 TDI 116 LIFE,2.0,TDI,116,LIFE,2022,Manuelle,51295,Diesel,24990,Offre équitable,JEAN LAIN OCCASIONS GAP,05
2805,toyota,toyota-rav-4-v-2022-auto-51297-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 218 DYNAMIC BUSINESS + BEYOND ZERO ACADEMY,2.5,HYBRIDE,218,DYNAMIC BUSINESS + BEYOND ZERO ACADEMY,2022,Auto,51297,Hybrides,28990,Bonne affaire,AYVENS ON LINE,100% à distance
2806,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-51317-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 ELEGANCE,2.0,TDI,150,ELEGANCE,2022,Auto,51317,Diesel,31990,Offre équitable,VOLKSWAGEN SKODA DREUX - GROUPE LECLUSE AUTOMOBILES,28
2807,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-51371-km-essence,volkswagen tiguan,II phase 2,1.5 TSI 150 LIFE BUSINESS,1.5,TSI,150,LIFE BUSINESS,2022,Auto,51371,Essence,28490,Bonne affaire,ESPACE 3000 COLMAR,68
2808,toyota,toyota-rav-4-v-2022-auto-51380-km-hybrides,toyota rav,4 V,2.5 HYBRID 306 DESIGN,2.5,HYBRID,306,DESIGN,2022,Auto,51380,Hybrides,35980,Offre équitable,TOYOTA STA 45 ORLEANS,45
2809,skoda,skoda-octavia-iv-rs-2022-auto-51500-km-hybrides,skoda octavia,IV RS,1.4 TSI 245 RS,1.4,TSI,245,RS,2022,Auto,51500,Hybrides,27046,Bonne affaire,VOLKSWAGEN SKODA BYMYCAR SAINT ETIENNE,42
2810,toyota,toyota-rav-4-v-2022-auto-51562-km-hybrides,toyota rav,4 V,2.5 HYBRID 306 DESIGN,2.5,HYBRID,306,DESIGN,2022,Auto,51562,Hybrides,37490,Offre équitable,JNB AUTO TOYOTA SAINT GAUDENS,31
2811,volkswagen,volkswagen-tiguan-ii-phase-2-2022-auto-51602-km-diesel,volkswagen tiguan,II phase 2,2.0 TDI 150 R-LINE,2.0,TDI,150,R-LINE,2022,Auto,51602,Diesel,32990,Bonne affaire,CHARDON AUTOMOBILES NOISY LE GRAND,93
2812,toyota,toyota-rav-4-v-2022-auto-51834-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC,2.5,HYBRIDE,222,DYNAMIC,2022,Auto,51834,Hybrides,34990,Offre équitable,TOYOTA TEAM TOY 92 BOULOGNE,92
2813,toyota,toyota-rav-4-v-2022-auto-51834-km-hybrides,toyota rav,4 V,2.5 HYBRIDE 222 DYNAMIC,2.5,HYBRIDE,222,DYNAMIC,2022,Auto,51834,Hybrides,34990,Offre équitable,TOYOTA TEAM TOY 92 BOULOGNE,BOULOGNE-BILLANCOURT
2814,volkswagen,volkswagen-t-roc-phase-2-2022-auto-51871-km-essence,volkswagen t-roc,phase 2,1.5 TSI 150 STYLE,1.5,TSI,150,STYLE,2022,Auto,51871,Essence,25992,Offre équitable,VOLKSWAGEN BYMYCAR VIENNE,69
